epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,8362.37,1.01335,0.43249,1.08802,0.94475,0.96077,0.98536,0.67269,1.218,0.42145,1.31808,0.00814375,0.00814375,0.00814375
98,8408.98,1.0012,0.42945,1.08923,0.93975,0.96263,0.98441,0.66045,1.25276,0.42973,1.35558,0.00812441,0.00812441,0.00812441
99,8458.92,1.00968,0.42921,1.0906,0.94037,0.96364,0.9856,0.67771,1.19382,0.42404,1.299,0.00810508,0.00810508,0.00810508
100,8505.41,1.0078,0.43354,1.08676,0.94421,0.96359,0.98541,0.70189,1.11704,0.40339,1.25062,0.00808574,0.00808574,0.00808574
101,8551.6,1.00951,0.43071,1.09526,0.94058,0.964,0.9848,0.67781,1.19009,0.41751,1.30639,0.00806641,0.00806641,0.00806641
102,8598.17,1.00339,0.42945,1.08121,0.93793,0.96939,0.98569,0.70201,1.11558,0.40346,1.23994,0.00804707,0.00804707,0.00804707
103,8644.69,1.00499,0.4309,1.08574,0.94025,0.9667,0.98615,0.70332,1.11771,0.40017,1.2468,0.00802773,0.00802773,0.00802773
104,8691.29,0.99612,0.42599,1.08019,0.93987,0.9672,0.98603,0.69292,1.15278,0.40829,1.26844,0.0080084,0.0080084,0.0080084
105,8737.76,1.00381,0.42841,1.09328,0.93952,0.96741,0.98586,0.6986,1.13992,0.40694,1.25896,0.00798906,0.00798906,0.00798906
106,8784.62,1.00376,0.42703,1.08235,0.94202,0.96435,0.98578,0.70248,1.11572,0.40103,1.24149,0.00796973,0.00796973,0.00796973
107,8831.27,1.01527,0.43078,1.08571,0.94101,0.96242,0.98511,0.66947,1.23433,0.42792,1.32437,0.00795039,0.00795039,0.00795039
108,8880.23,0.99841,0.42664,1.08316,0.94145,0.96491,0.98604,0.70585,1.11181,0.39838,1.2417,0.00793105,0.00793105,0.00793105
109,8926.81,0.99488,0.42572,1.07699,0.93965,0.96334,0.98467,0.69041,1.15486,0.41243,1.27182,0.00791172,0.00791172,0.00791172
110,8973.94,0.99716,0.42524,1.08054,0.93743,0.96676,0.98456,0.68706,1.17511,0.41175,1.28551,0.00789238,0.00789238,0.00789238
111,9022.15,1.00459,0.42744,1.0818,0.94435,0.96568,0.98615,0.70887,1.10302,0.39703,1.23696,0.00787305,0.00787305,0.00787305
112,9069.32,0.99413,0.42393,1.07185,0.93742,0.96512,0.98405,0.65566,1.28004,0.43341,1.36576,0.00785371,0.00785371,0.00785371
113,9117.15,0.99811,0.42608,1.08227,0.94655,0.9641,0.98647,0.72077,1.06291,0.38794,1.20763,0.00783438,0.00783438,0.00783438
114,9163.08,0.99411,0.4233,1.0822,0.94321,0.96512,0.98629,0.6945,1.15795,0.40606,1.27231,0.00781504,0.00781504,0.00781504
115,9209.87,1.00069,0.42605,1.0863,0.9467,0.96176,0.98555,0.68685,1.17744,0.40992,1.28963,0.0077957,0.0077957,0.0077957
